CustomerID,RetentionPotential
C17370,Low
C30472,Low
C19134,Medium
C20467,Low
C25310,Low
C39201,Low
C29591,Low
C24098,Low
C17273,Low
C16280,Low
C26581,Low
C19955,Low
C26505,Low
C39038,Low
C31972,Low
C27263,Low
C27554,Low
C41951,Low
C32773,High
C37140,Medium
C33044,Low
C39294,High
C35290,Low
C31484,Low
C18880,Low
C20684,Low
C20876,Low
C24233,Medium
C15802,Low
C15995,High
C27414,Low
C25639,High
C20857,Low
C21361,High
C23438,Low
C40231,Low
C26727,Low
C41098,Low
C18519,High
C28373,Low
C13349,Low
C41989,Low
C16232,Low
C23300,High
C21643,Low
C17371,Low
C20548,Low
C25387,Low
C25045,High
C20847,Low
C38475,Low
C39902,Low
C23491,Low
C35920,High
C28609,Low
C34623,Low
C33790,Low
C20343,Low
C15330,Low
C12770,Low
C34930,Low
C37523,High
C37558,Low
C20384,Low
C19411,Low
C35338,High
C16141,Low
C36067,Low
C14313,Low
C35775,Low
C27325,Low
C32746,Low
C21996,Low
C41949,Low
C24894,Low
C20310,Low
C41649,Low
C16553,High
C27436,Low
C27463,Low
C20468,Low
C12670,High
C27504,Low
C15660,Low
C40916,Low
C26121,Low
C34807,Low
C20490,High
C29890,Low
C25792,Low
C23472,Low
C26351,Low
C35417,High
C17990,High
C37903,Low
C15423,Low
C28153,Low
C32397,Low
C38611,Low
C36085,Low
C30528,Low
C20382,Low
C20368,Low
C27633,Low
C23597,High
C15587,Low
C16718,Low
C28606,Low
C31626,Low
C21304,Low
C28573,High
C41001,Low
C24399,Low
C38065,High
C23952,Low
C27008,Low
C38906,Low
C40685,Low
C20644,Low
C22037,Low
C28581,Low
C34668,Medium
C22114,Low
C31331,Low
C33999,High
C34083,High
C34449,Low
C33501,Low
C24389,Low
C24679,High
C12542,Low
C19400,Low
C27098,Low
C21170,Low
C38586,Low
C31598,Low
C18204,High
C14569,Low
C21006,Low
C27474,Medium
C27056,Low
C33786,Low
C35245,High
C16377,High
C28765,Medium
C20281,Low
C41482,Low
C27599,High
C12739,Low
C39388,Low
C20402,High
C23169,Low
C27069,High
C20145,Low
C20756,Low
C23705,Low
C36579,Low
C30047,Low
C18494,Low
C15955,High
C21231,Low
C28993,Low
C24881,Low
C13332,Low
C29351,Low
C14075,High
C32580,High
C34864,High
C37356,Low
C29817,Low
C36215,Low
C32188,Low
C14271,High
C31824,Low
C23479,Low
C41124,Low
C29783,Low
C29150,High
C18720,Low
C38901,Low
C35926,Low
C33429,Low
C31947,Low
C20433,Low
C28815,Low
C39745,Low
C25135,Low
C35265,Low
C18460,Low
C21239,Low
C38176,High
C12215,Low
C36543,Low
C39260,Low
C14857,Low
C19325,High
C22784,High
C39757,Low
C33096,Low
C40638,High
C26228,Low
C18537,High
C23260,Low
C15805,Low
C13909,Low
C19668,Low
C41642,Low
C14323,High
C13470,Low
C21709,Low
C28974,Low
C37996,Low
C21407,Low
C32441,Low
C36360,Low
C22148,Low
C15559,Low
C30959,High
C37287,Low
C12641,Low
C29074,Low
C35883,Low
C19792,Low
C15698,Low
C31863,Low
C31064,Low
C41987,Low
C29210,Low
C16931,Low
C36075,Low
C19105,Low
C32000,High
C33074,Low
C16340,Low
C24081,Low
C41134,Low
C22613,Low
C37459,Low
C18526,Low
C33009,Low
C22591,Low
C18721,Low
C37474,Low
C24114,Low
C35277,Low
C33337,Low
C23217,Low
C26495,Low
C26979,Low
C21883,Low
C42187,High
C39819,High
C14486,Low
C33361,Low
C17250,High
C16793,Low
C28306,Low
C24673,Low
C35574,Low
C32405,Low
C37695,Low
C36702,Low
C22875,Low
C25545,Low
C31114,Low
C19082,High
C29334,Low
C12610,Low
C39821,Low
C35353,Low
C19458,Low
C32829,Low
C18321,Low
C23440,Low
C18253,Medium
C34063,Low
C21591,Low
C18582,Low
C24188,Low
C28367,High
C29861,Low
C17801,Low
C37456,Low
C12354,High
C27337,Low
C19543,Medium
C41702,Medium
C30984,Low
C37554,High
C39532,High
C25743,Low
C17474,Low
C36341,Low
C29253,Low
C16950,Low
C40042,Low
C13351,Low
C22918,Low
C13671,Low
C26034,Low
C19209,Low
C16978,Low
C41972,Low
C33666,Low
C35720,Low
C24557,High
C12460,Low
C27892,Medium
C22277,Low
C34050,Low
C36789,Low
C15355,Low
C35197,Low
C14235,Low
C41651,High
C39894,Low
C35779,Low
C23547,Low
C15475,High
C22893,Low
C22222,High
C34658,Low
C18140,Low
C20337,Low
C21211,Low
C40034,Low
C13999,Low
C25950,Low
C37400,High
C12452,Low
C28185,Low
C16049,High
C23504,High
C40400,Low
C30808,Low
C26780,Low
C21148,Low
C37887,Low
C27097,Low
C32762,Low
C33728,Low
C32918,Low
C15667,Low
C31432,Low
C34588,High
C30389,Low
C16483,Low
C21065,Low
C23234,Low
C30204,Low
C40455,Low
C28357,Low
C33518,Low
C25076,Low
C18139,Low
C20434,Low
C27177,High
C35964,Low
C15340,Low
C30801,Low
C41980,Low
C14798,Low
C41258,Low
C17714,Low
C15959,Low
C13060,Low
C14525,High
C40869,Low
C26548,High
C39823,Low
C22284,Low
C28976,Low
C21399,Low
C29306,Low
C28052,Low
C30451,Low
C40710,High
C34496,Low
C17195,Low
C38333,High
C20409,Low
C20737,Low
C38695,High
C23282,Low
C32862,Low
C22573,Low
C19147,Low
C18268,High
C13518,Low
C27818,Low
C23836,Low
C27123,Low
C18652,Low
C36402,Low
C27648,Low
C36695,Low
C27821,Low
C35202,Low
C41603,High
C26079,Low
C28925,Low
C30754,Low
C36757,High
C27029,High
C18574,Low
C33528,Low
C34006,Low
C33826,Low
C24659,Low
C34410,Low
C36442,Low
C12435,Low
C33921,High
C32761,Low
C12506,Low
C29141,High
C18513,Low
C27587,Low
C13207,Low
C15595,High
C35118,Low
C28491,Low
C37868,Low
C31925,High
C41638,Low
C24822,Medium
C16686,Low
C22615,Low
C25234,Low
C37205,Medium
C19962,Low
C16279,Low
C32719,High
C33688,Low
C29286,Low
C40587,High
C37050,High
C12888,Low
C26305,Low
C24067,High
C28092,Low
C22206,Low
C41109,Low
C26894,Low
C35860,Low
C28236,Low
C33632,Low
C21418,Low
C34191,Low
C17657,High
C31252,Medium
C14322,Low
C34240,Low
C34288,Low
C32768,Low
C29856,Low
C34697,Low
C34246,Low
C21468,Low
C32618,Low
C24607,Low
C29503,High
C15602,Low
C41212,High
C19881,Low
C30015,Low
C34775,Low
C19276,Low
C31856,Low
C35879,Low
C23500,High
C27776,Low
C22760,High
C13251,Low
C14503,Low
C34762,Low
C33356,Low
C41703,Low
C13369,Low
C29156,Low
C24227,Low
C17372,Low
C30177,Low
C33235,Low
C38667,Low
C20563,Low
C17924,Low
C25988,Low
C36272,Low
C38690,Low
C16696,High
C12533,High
C17412,Low
C29593,Low
C14756,Low
C29553,Low
C24533,Low
C39814,Low
C30227,Low
C16058,Low
C15859,High
C41319,Low
C24052,Low
C37595,High
C35204,Low
C35744,Low
C22745,Low
C25500,Low
C21885,Low
C13186,Low
C29343,High
C36597,Low
C22597,Low
C14770,High
C16550,Medium
C12800,High
C38271,Low
C40997,High
C21409,High
C27596,Low
C30288,Low
C22843,Low
C29999,Low
C25116,Low
C39986,Low
C15617,Low
C39856,High
C13794,Low
C25888,Low
C28527,High
C12815,Low
C35650,Low
C12997,Low
C25853,Low
C21371,Low
C36632,Low
C19419,Low
C17548,High
C31316,Low
C36366,High
C22326,Low
C33055,Low
C36744,Low
C41954,Low
C23191,Low
C37794,Low
C14899,Low
C13669,Low
C27291,Low
C14855,High
C12170,Medium
C32247,Low
C25175,Low
C25649,Low
C29870,High
C41266,Low
C24205,Low
C27076,High
C39336,Low
C21725,Low
C20030,Low
C33292,High
C20101,Low
C27770,High
C26087,Low
C40672,Low
C22528,Low
C17435,Low
C14403,High
C23781,Low
C27720,Low
C20558,Low
C39684,Low
C16079,Low
C19722,Low
C24982,Low
C39597,Low
C37531,Low
C35519,Low
C22885,Low
C32020,High
C15279,Low
C26739,Low
C39710,High
C28217,Low
C31870,Low
C26653,High
C40214,Low
C20375,Low
C22413,Low
C25583,Low
C18505,Low
C36842,Low
C39511,Low
C37795,Low
C26294,Low
C26399,Low
C26216,Low
C19277,High
C32998,Low
C21747,Low
C12484,Low
C41783,Low
C40989,Low
C39854,Low
C31059,Low
C24611,Low
C23062,Low
C38382,Low
C22479,High
C39935,High
C39783,Low
C34173,High
C39218,Low
C41498,Low
C31951,Low
C39219,Low
C30980,High
C35319,High
C41862,Low
C13475,Low
C33540,Medium
C22330,Low
C26430,Low
C30405,Low
C37225,Low
C34632,Low
C25073,Low
C15775,High
C24483,Low
C39890,High
C23223,High
C12324,Low
C30256,Low
C22606,Low
C14062,Low
C28716,Low
C18919,Low
C37850,Low
C19471,High
C41872,Low
C41223,Low
C12242,Low
C22742,Low
C33899,Low
C41211,Medium
C22942,Low
C33875,Low
C38482,Low
C32066,Low
C19098,Low
C30341,Low
C21482,Low
C29493,Low
C31260,Low
C30390,Low
C15063,Low
C23379,High
C31447,High
C24051,Low
C33599,Low
C34934,High
C40240,Low
C40857,High
C13867,High
C13585,High
C34877,Low
C20166,Low
C17217,Low
C38104,Low
C20217,Low
C22649,Low
C24989,Low
C37905,High
C29799,Low
C38404,Low
C23155,Low
C36123,Medium
C39174,Low
C16603,Low
C30010,Low
C27792,Low
C26472,Low
C34435,Low
C30869,Low
C34406,Low
C16390,Low
C25755,Low
C34418,Medium
C13114,Low
C36939,Low
C14263,Low
C14187,Low
C29429,Low
C18114,Low
C13267,Low
C25118,Low
C40636,Low
C35853,Medium
C22708,Low
C30400,Low
C37623,Low
C28636,Low
C34398,High
C41812,Low
C32057,High
C23715,Low
C29900,High
C39442,Low
C18636,Low
C40073,Low
C35154,Low
C18823,Low
C38148,Low
C19130,Low
C41500,Low
C32600,Low
C36889,High
C16933,Low
C32264,Low
C35999,Low
C20781,High
C33057,Low
C33805,Low
C41533,Low
C27747,High
C38321,Low
C19188,High
C32640,Low
C19879,Low
C37312,Low
C32744,Low
C31629,Low
C15739,Low
C22725,Low
C28542,Low
C32364,High
C22073,Low
C37709,High
C35513,High
C33225,Low
C18088,Low
C27225,Low
C21045,Low
C39469,Low
C16115,High
C21693,Low
C33680,Low
C33646,Low
C28362,Low
C34992,High
C35140,Low
C37872,High
C32789,Low
C39124,Low
C19037,Low
C16833,Low
C38918,Low
C21254,Low
C33734,Low
C12623,Low
C22696,Low
C16348,Low
C32564,Low
C36437,Low
C31297,Low
C22252,Low
C15828,Low
C27365,Low
C34562,Low
C16121,Low
C38973,Low
C35642,Low
C37744,High
C22473,Low
C18475,Low
C23571,Low
C35023,Low
C31042,Low
C40534,Low
C12385,Low
C28167,Low
C24077,Low
C23629,Low
C40342,Low
C29305,Low
C13745,High
C15305,High
C39302,Low
C31113,High
C36056,Low
C27736,High
C21413,Low
C34819,Low
C22763,Medium
C38494,Low
C14265,Low
C22974,Low
C23916,Low
C34456,Low
C36815,Low
C30568,High
C28792,Low
C39784,Low
C30763,Low
C12171,High
C20059,Low
C38889,Low
C39387,Low
C30491,Low
C42175,Low
C25828,Low
C35136,Low
C24277,Low
C40224,Low
C15787,Low
C23795,Low
C33685,High
C25291,High
C37799,Low
C39244,Low
C23045,Low
C35105,Low
C37339,High
C21074,Low
C41978,Low
C37764,Low
C29552,Low
C34026,Low
C27421,Low
C13786,Low
C32646,High
C26723,Low
C32368,Low
C22622,High
C22152,Low
C12474,Low
C27829,Low
C41754,Low
C22585,Low
C35107,Low
C12675,High
C16956,High
C38610,High
C22490,Low
C29392,Low
C23728,Low
C29058,High
C12479,Low
C37183,High
C20751,Low
C18547,Low
C22888,High
C25507,Medium
C19621,Low
C28244,High
C12428,Medium
C29889,Low
C40316,Low
C20486,High
C14928,Low
C28783,High
C12664,Low
C21999,Medium
C15524,Low
C36209,High
C20579,Low
C41053,Low
C28612,Low
C38835,Low
C39022,Low
C12138,High
C28959,Low
C36872,High
C16047,Low
C25804,Low
C24647,Low
C25576,Low
C25219,Low
C16236,Low
C16670,Low
C16357,Low
C30434,Low
C31424,Low
C22717,Low
C19273,Low
C20778,Low
C35953,Low
C20243,High
C37124,High
C31900,Low
C26582,Low
C38524,Low
C32199,High
C15136,Low
C16945,Low
C17005,Low
C36613,Low
C27115,Low
C12462,Medium
C37192,Low
C34046,Low
C19603,Low
C24021,Low
C22216,Low
C19518,Low
C24615,Low
C37862,Low
C31241,High
C29933,Low
C36377,Medium
C25229,Low
C21783,Low
C35530,Low
C31586,High
C21283,Low
C31206,High
C13598,Low
C16310,Low
C34373,Low
C40412,Low
C33352,Low
C31229,High
C17630,Low
C18442,Low
C34325,Low
C27603,Low
C14769,Low
C23361,Low
C30436,Low
C38529,High
C12122,Low
C25591,Low
C36195,Low
C28977,High
C17687,Low
C21530,High
C39256,High
C14782,High
C12889,Medium
C34153,Low
C37053,Low
C21360,Low
C34944,Low
C29532,Low
C30222,Low
C30524,High
C13424,Low
C34052,Low
C31427,High
C32301,Low
C27801,Low
C38708,Low
C35755,Low
C21119,Low
C34825,Low
C33459,Low
C32156,Low
C28830,Low
C25488,Low
C26681,Low
C41016,Low
C21293,Low
C39506,Low
C24848,Low
C19785,Low
C25455,Low
C12724,Low
C15224,High
C27945,High
C25212,Low
C19806,Low
C41075,High
C13240,Low
C21397,Low
C28224,Low
C34213,Low
C17711,High
C14446,Low
C34166,Low
C15551,Low
C39438,High
C19515,Low
C20110,Low
C32228,Low
C41696,High
C30975,Low
C21425,Low
C33784,Low
C13747,Low
C16014,Low
C13352,Low
C35649,Low
C41409,Low
C30853,Low
C32276,Low
C34670,High
C26812,Low
C39147,Low
C41901,Low
C25812,Low
C13040,Low
C37298,Low
C37160,Low
C39101,Medium
C22016,Low
C39026,Medium
C20901,Low
C31893,Low
C26853,Low
C33312,Low
C29656,Low
C17008,Low
C39794,Low
C34976,Low
C13538,High
C23701,High
C39380,Low
C13262,Low
C27112,Low
C27883,Low
C36898,Low
C41343,Low
C26965,Low
C41376,Low
C39748,Low
C17634,Low
C20181,Low
C37057,Low
C35611,Low
C27214,High
C20213,High
C24961,Low
C31138,Low
C37309,Low
C35607,Low
C34968,Low
C29660,Low
C27063,Low
C31367,Low
C24273,High
C31916,Medium
C16588,Low
C22243,Low
C31769,High
C13239,High
C17833,Low
C20378,Low
C28078,Low
C29960,Low
C31937,Low
C13811,Low
C41920,Low
C31248,Low
C28678,Low
C14836,Medium
C14704,Low
C28802,Low
C33916,Low
C29498,Low
C12268,Low
C20666,Medium
C19473,Low
C14267,Low
C33370,High
C35295,Low
C14387,Low
C37513,Low
C30745,Low
C30212,Low
C26878,Low
C17292,High
C27516,Low
C30556,Low
C41999,Low
C12944,High
C28911,Low
C29097,Medium
C22165,High
C13917,Low
C18032,High
C37399,Low
C39488,Low
C30750,Low
C37099,High
C41137,High
C37068,Low
C38371,Low
C36329,Low
C27780,Low
C33674,Low
C33863,Low
C12751,Low
C16059,High
C27147,Low
C38620,Low
C23689,Low
C39779,Low
C15512,Low
C21897,Low
C36110,Low
C21636,Low
C20510,Low
C21185,Low
C33981,Low
C31885,High
C20261,Low
C39277,Low
C29834,Low
C21716,Low
C33762,Low
C39001,Low
C14296,Low
C31585,Low
C35730,Low
C28248,Low
C34336,Low
C26447,Low
C40887,Low
C38294,Low
C14758,Low
C14077,Low
C13626,Low
C34606,Low
C22325,Low
C13218,Low
C26803,Low
C25443,Low
C22370,Low
C23637,Low
C28555,Low
C27346,High
C40648,Medium
C30666,Low
C14449,Low
C17899,High
C37828,Low
C13678,Low
C36933,Low
C15090,Low
C40530,Low
C21514,Low
C22110,High
C32416,Low
C30358,Low
C22947,Low
C14778,Low
C41629,Low
C16895,High
C17796,Low
C16271,Low
C16144,Low
C18601,Low
C23717,Low
C34619,Low
C41162,Low
C31441,Low
C12200,Low
C32610,Low
C21715,Low
C23030,Low
C15752,High
C14349,Low
C39851,Medium
C34482,Low
C31685,Low
C34826,Low
C22997,High
C24743,Low
C33741,Low
C31613,Low
C18592,High
C24524,High
C29746,High
C30146,Low
C24888,Low
C31713,High
C32716,Low
C21780,Low
C30887,High
C40899,High
C21881,Medium
C34269,Low
C18719,Low
C31356,Low
C23245,Low
C34744,Low
C24373,High
C29536,Low
C27526,Low
C39521,Low
C29463,Low
C40797,Low
C21901,Low
C18850,Low
C23937,Medium
C32652,High
C29274,Low
C17147,Low
C13535,Low
C17797,Low
C40254,Low
C39840,Low
C17240,Low
C15852,High
C36704,Low
C20595,Low
C39853,Low
C18296,Low
C13863,Low
C40304,Low
C23709,Medium
C38760,Low
C35931,Low
C14852,Low
C24827,Low
C33492,High
C29461,Low
C18690,High
C36581,Low
C14451,Low
C33097,Low
C28875,Low
C21768,High
C41323,Low
C26132,Low
C21420,Low
C35952,Low
C40747,Low
C19581,Low
C28603,Low
C22813,Low
C15486,Medium
C20784,Low
C32445,Low
C29428,High
C30766,High
C15526,Low
C29410,High
C19681,Low
C41189,High
C18074,High
C32023,Low
C28349,Low
C21820,Low
C26076,Low
C33539,High
C34528,High
C41902,Low
C25464,Low
C36656,Low
C26012,Low
C12116,Low
C14803,Low
C30191,High
C31601,Low
C29469,Low
C41909,Low
C34900,Low
C20513,Low
C36986,Low
C37018,Low
C15998,Low
C22666,Low
C28324,Low
C31022,Low
C13155,High
C25865,Low
C14452,Low
C28253,Low
C38725,Low
C24041,Low
C32926,Low
C27592,High
C37829,Low
C35637,High
C20208,Low
C31559,Low
C20633,High
C13778,Low
C19565,Low
C36943,Low
C15997,Low
C33157,Low
C35950,Medium
C31387,High
C17213,Low
C24197,Low
C29725,Low
C15341,Low
C17604,Low
C27618,Low
C20564,Low
C41824,High
C14772,Low
C40633,Low
C30101,Low
C15310,Low
C28955,Low
C38613,Low
C33943,Low
C29779,Low
C38934,Low
C30423,Low
C36109,Low
C20610,Low
C19992,Low
C28095,Low
C27531,Low
C40484,Low
C15435,Low
C29280,High
C27824,Low
C13158,Low
C14193,Low
C38134,High
C37395,High
C20866,Low
C38836,Low
C12386,Low
C35941,High
C24400,High
C30321,Low
C29421,Low
C29733,Low
C12193,High
C16421,Low
C21520,High
C38243,Low
C16284,Low
C32160,Low
C24262,Low
C15496,Low
C14502,High
C37019,Low
C41390,Low
C31877,Low
C31741,High
C40274,Low
C28284,Low
C35783,Low
C13395,Low
C36699,Low
C28053,Low
C15207,Low
C15059,Low
C29588,High
C15094,Low
C41041,High
C36157,Low
C16358,Low
C19737,Low
C20303,Low
C32320,Low
C16458,Low
C31746,High
C36280,High
C34448,Low
C32335,Low
C29154,Low
C30879,Low
C27066,Low
C32645,Low
C35466,Low
C36514,Low
C36016,Low
C15138,Low
C40442,Low
C31132,Low
C40894,Low
C22050,Low
C38407,Low
C33432,Low
C37889,Low
C19299,Low
C40789,High
C36174,Low
C20148,Low
C42150,Low
C35529,Low
C34896,Low
C30746,Low
C14476,Low
C35918,Low
C16489,Low
C33935,High
C14980,Low
C14680,Low
C30176,High
C25652,High
C36963,Low
C23042,Low
C33078,Low
C25492,Low
C29688,Low
C22910,Low
C37792,High
C39939,Low
C34958,Low
C29645,Low
C14628,Low
C17255,Low
C38124,Low
C30002,High
C27379,Low
C38376,Low
C35504,Low
C23233,High
C28208,Low
C20790,Low
C13593,Low
C26941,High
C25140,High
C14679,High
C41497,Low
C19184,Low
C37723,High
C26601,Low
C29048,Low
C21291,Low
C29514,Low
C15359,High
C14377,Low
C38238,Low
C26915,High
C27819,Low
C18279,Low
C26679,High
C38596,Low
C20157,Low
C23942,High
C18354,Low
C13476,Low
C12627,Low
C32158,Low
C12476,High
C38160,Low
C16789,High
C30949,Low
C16282,Low
C21445,Low
C31142,Low
C12934,Low
C15974,Low
C37809,Medium
C34954,High
C14286,High
C14555,High
C29961,Low
C35923,Low
C22992,High
C33321,Medium
C37013,Low
C26870,Low
C13791,Low
C27080,Low
C38131,Low
C18040,Low
C20230,Low
C33084,Low
C15791,Low
C16290,Low
C13388,Low
C39849,Low
C25907,Low
C32388,Low
C35349,Low
C31812,High
C16162,Low
C25008,Low
C17588,High
C18695,High
C18683,Low
C38006,Low
C32162,Low
C15903,High
C14515,High
C14906,Low
C35182,Low
C17583,Low
C29827,Low
C32239,Low
C13303,High
C38859,Low
C29578,Low
C21808,Low
C13567,Low
C39609,High
C26088,Low
C35250,Low
C17335,High
C29761,Low
C36935,Low
C27239,Low
C31009,Low
C18568,Medium
C38717,Low
C22025,Low
C13966,Low
C21981,Low
C18996,Low
C28348,Low
C24591,Low
C20934,Low
C37733,Low
C17707,Low
C24013,Low
C16626,Low
C20344,Low
C32799,High
C36047,High
C39190,Low
C33542,Low
C40444,Medium
C17660,Low
C24159,Low
C35885,Low
C36033,Low
C28552,Low
C29905,High
C39777,Low
C28416,Low
C16104,Low
C32765,Low
C27870,Low
C37300,Low
C14624,High
C34307,Low
C31210,Medium
C12353,Medium
C40258,Low
C17561,Low
C17438,High
C15833,Low
C15905,Low
C25088,Low
C15960,Low
C30031,Low
C36116,Medium
C36712,Low
C24578,Low
C22207,Low
C33892,Low
C34681,Low
C16973,Low
C31989,High
C17023,Low
C31174,Low
C29575,High
C12178,Low
C36681,Low
C23349,High
C39587,Low
C23875,High
C37628,Low
C20142,Low
C33419,High
C41647,Low
C36300,Medium
C16868,Low
C22431,Low
C25751,Low
C34225,Low
C19265,Low
C14750,Low
C23657,Low
C24572,Low
C16982,Low
C15004,High
C27249,High
C13022,Low
C41484,Low
C20679,Low
C12935,High
C29869,Low
C22828,Low
C31266,High
C28890,Low
C12808,Low
C29113,Low
C40296,Low
C29902,Low
C24169,Low
C21448,Low
C35101,Low
C35314,Low
C18162,Low
C13079,High
C27839,Low
C14281,Low
C13244,Low
C34941,Low
C28404,Low
C25673,High
C33859,Low
C33186,Low
C37916,Low
C32125,Low
C16449,High
C17543,Low
C30817,Low
C13179,Low
C18620,High
C14741,Low
C34133,Low
C17090,Low
C34023,High
C36745,High
C15468,Low
C31006,Low
C23898,High
C30890,High
C37571,Low
C42073,Low
C12531,Low
C16435,High
C29313,Low
C13821,Low
C40370,Low
C17164,Low
C23017,High
C15064,Low
C27723,Low
C39231,Low
C40683,Low
C20938,High
C24303,Low
C20911,Low
C41630,High
C16969,Low
C41208,Low
C20457,Low
C33626,High
C39046,High
C20199,Low
C20802,Low
C35682,Low
C24817,Low
C35978,Low
C37108,Low
C40313,Low
C19224,Low
C36624,Low
C13187,Low
C21967,Low
C17758,Low
C33365,Low
C12352,High
C33159,High
C13201,Low
C33387,Low
C31880,Low
C40477,Low
C29247,Low
C17253,Low
C13572,High
C14223,Low
C34517,High
C18736,Low
C34338,Low
C41241,Low
C18993,Low
C20759,High
C19026,Low
C22932,High
C31046,High
C31319,Low
C23926,Low
C39916,Low
C26906,Low
C25321,High
C24768,High
C28684,Low
C23185,Low
C29135,Low
C33998,Low
C15564,Low
C35055,Low
C13803,Low
C16321,Medium
C29465,Low
C37371,Low
C18616,Low
C33801,Low
C12166,Low
C18395,Low
C15869,Low
C41235,Low
C36601,Low
C20966,High
C39289,Low
C29269,Low
C24930,Low
C25813,Low
C15874,Low
C15244,Low
C29393,Low
C23969,Low
C28080,Low
C25352,Low
C17529,Low
C34981,High
C31309,Low
C14902,Medium
C28255,Low
C32812,Low
C16644,High
C13276,High
C23635,Low
C24595,Low
C39965,Medium
C16285,Low
C12828,Low
C12885,High
C34321,Low
C34556,Low
C21634,Low
C41192,Low
C14321,Low
C39304,Low
C31701,Low
C14823,Low
C36808,Low
C35114,Low
C29722,Low
C32131,Low
C35242,Low
C25745,Low
C17331,Low
C26832,Low
C40744,High
C35321,Low
C33851,Low
C36183,Low
C14804,Medium
C16499,Low
C25226,Low
C27273,Low
C24911,Low
C32346,Low
C27830,Low
C38755,Low
C31057,Low
C25403,Low
C30153,Low
C15618,Low
C34969,Low
C36692,Low
C31882,Low
C17338,Low
C36307,Low
C16447,Low
C23859,High
C39614,Low
C34909,Low
C39374,Low
C35184,Low
C14641,Low
C23031,Low
C28246,Low
C14656,Medium
C41818,Low
C17404,Low
C28813,Low
C38618,Low
C17402,Low
C24861,High
C40041,High
C41396,Low
C36224,Low
C36376,Low
C15066,Low
C29784,High
C13765,Low
C35714,Low
C17043,Low
C15325,High
C33455,Low
C40846,Low
C40020,Low
C28775,High
C27645,Low
C19641,High
C18043,Low
C35532,Low
C41876,Low
C17884,Low
C21034,Low
C42164,High
C41705,Low
C29839,Low
C24106,Low
C32734,Low
C30700,Low
C28613,High
C33256,High
C29259,Low
C12647,Medium
C26456,Low
C25457,Low
C16865,Low
C32260,Low
C31065,Low
C19871,Low
C15249,Medium
C19075,Medium
C34754,Low
C22957,Low
C26980,Low
C42168,Low
C40531,Low
C14921,Low
C14654,High
C14945,Low
C17448,Low
C16756,High
C30078,Low
C35837,Low
C28041,Low
C20308,Low
C18847,Low
C15639,Low
C21195,Low
C33763,Low
C30526,Low
C27684,Low
C16128,Low
C33353,Low
C31062,Low
C40764,Low
C32885,Low
C41855,Low
C28710,High
C35451,Low
C32184,Low
C39606,High
C15347,Low
C36070,Low
C32730,Low
C19304,High
C17482,Low
C18565,Low
C28601,Medium
C17623,High
C25984,Low
C30944,Low
C41763,Medium
C35689,Low
C22136,Low
C27466,Low
C32982,Low
C29163,Low
C35603,Low
C26607,Low
C32434,High
C21257,Low
C23271,High
C27935,Low
C26799,Low
C23263,Low
C26212,Low
C34816,Low
C39918,High
C36896,Low
C17939,High
C15919,High
C39516,Medium
C34515,Low
C36245,Medium
C22503,Low
C13732,High
C18591,Low
C29065,Low
C40597,Low
C39895,Low
C31119,Low
C36222,Low
C25024,Low
C20458,High
C41464,High
C39540,High
C22642,Low
C14824,Low
C20637,Low
C19157,High
C15910,Low
C27632,Low
C23382,Low
C27748,Low
C38344,Low
C18692,Low
C15628,High
C16488,Low
C13835,Low
C40876,Low
C23462,Low
C25590,Low
C32924,High
C13181,Low
C36719,Medium
C26005,Low
C19571,Low
C26151,High
C30143,Low
C40489,Low
C41442,Low
C22315,Low
C17186,Low
C15253,Low
C23266,Low
C35556,Low
C39170,Low
C15672,Low
C38051,High
C22938,Low
C29486,Low
C35943,Low
C30823,Low
C36060,Low
C28419,Low
C37307,Low
C22930,Low
C34003,Low
C34258,Low
C40008,Low
C31521,Low
C19934,Low
C22567,Low
C27571,Low
C24873,Low
C25462,Low
C35985,Low
C17950,Low
C29045,Low
C16900,Low
C22020,Low
C26209,High
C18779,Low
C15733,Low
C30660,Low
C38622,Low
C20335,Low
C17836,Low
C24338,Low
C17771,Low
C27410,Low
C16157,Low
C32737,Low
C24719,Low
C33561,Low
C26567,Low
C38393,Low
C15590,Low
C38120,Low
C17312,Low
C17018,Low
C29458,High
C32807,High
C18758,High
C28413,Low
C37096,Low
C16948,Low
C31680,High
C21017,Low
C28810,Low
C37370,Low
C24374,Low
C41682,Low
C24594,Low
C41061,Low
C33431,Low
C40961,High
C38175,Low
C18995,Low
C22263,Low
C16420,Low
C14081,Low
C28292,Low
C27501,Low
C30757,Low
C12127,Low
C36253,Medium
C14784,Medium
C27656,Low
C15213,Low
C32764,Low
C24808,High
C21175,Low
C14753,Low
C16269,Low
C22558,High
C24154,Low
C27094,Low
C22789,Low
C35564,Low
C14089,Low
C17649,Low
C36424,Low
C16627,Low
C40375,High
C34077,Low
C18925,High
C13367,High
C29161,Low
C27931,Low
C21402,Low
C18775,Low
C40612,Low
C39530,Low
C38029,Low
C28272,Low
C23915,Low
C26264,Low
C33080,Low
C18206,High
C31645,Low
C31192,Low
C30489,Low
C38480,Low
C20204,Low
C22656,High
C21956,Low
C23215,Medium
C41168,Low
C23230,High
C37968,Low
C38506,Low
C24866,Low
C19060,Low
C14615,Low
C35206,Low
C36053,Low
C37313,Low
C19572,Low
C24332,High
C20477,Low
C36401,Low
C30359,Medium
C19997,Low
